song_id,sample_15000ms,sample_15500ms,sample_16000ms,sample_16500ms,sample_17000ms,sample_17500ms,sample_18000ms,sample_18500ms,sample_19000ms,sample_19500ms,sample_20000ms,sample_20500ms,sample_21000ms,sample_21500ms,sample_22000ms,sample_22500ms,sample_23000ms,sample_23500ms,sample_24000ms,sample_24500ms,sample_25000ms,sample_25500ms,sample_26000ms,sample_26500ms,sample_27000ms,sample_27500ms,sample_28000ms,sample_28500ms,sample_29000ms,sample_29500ms,sample_30000ms,sample_30500ms,sample_31000ms,sample_31500ms,sample_32000ms,sample_32500ms,sample_33000ms,sample_33500ms,sample_34000ms,sample_34500ms,sample_35000ms,sample_35500ms,sample_36000ms,sample_36500ms,sample_37000ms,sample_37500ms,sample_38000ms,sample_38500ms,sample_39000ms,sample_39500ms,sample_40000ms,sample_40500ms,sample_41000ms,sample_41500ms,sample_42000ms,sample_42500ms,sample_43000ms,sample_43500ms,sample_44000ms,sample_44500ms,sample_45000ms
2,0.378733996113995,0.380056385938545,0.380028364806896,0.381520993944819,0.383110297171701,0.382250775964213,0.384292880688447,0.38297091651753,0.382217784802121,0.38395251301217,0.385048955224834,0.385752166890542,0.386027899624691,0.386128891462629,0.386376031733769,0.387006830658993,0.387588951551045,0.388551977872312,0.389747661105259,0.390932376669514,0.337832181582109,0.211973315658971,0.214914365427454,0.21319032992411,0.213761848040339,0.213462558163235,0.215564091594047,0.219044909166192,0.233835387887893,0.236848613948422,0.239272502580576,0.243129235852941,0.244092984163135,0.243649741497115,0.23595338177894,0.216288029899391,0.218543032167049,0.218844359630417,0.22020359322462,0.222877986592912,0.225885971209494,0.227228052616183,0.227260907877211,0.22623678622696,0.227019105114819,0.226347841591358,0.226661493936217,0.226472781294245,0.227433896501974,0.228106421292614,0.229111049519282,0.225109241856427,0.223118879894393,0.222600389172182,0.22304130077731,0.222313097389294,0.221808505235825,0.222081120615618,0.22311297079669,0.223048370307823,0.223108426744686
3,0.351280526433968,0.351435251734243,0.354149754247976,0.354354754271488,0.354755557848238,0.355092735894347,0.35799810456242,0.35935382104398,0.360551597296732,0.362335971863662,0.362417819342694,0.361363020752324,0.361914816709898,0.363795819684016,0.367009371117819,0.369875564843304,0.369866974400441,0.369316087830472,0.371738101009987,0.375389006578905,0.376140861318253,0.37496114297787,0.37489789377495,0.353431933456864,0.334224948704574,0.326714662017121,0.326460721286957,0.325950989538752,0.320558234930362,0.316943808903735,0.31569928543863,0.315478500807382,0.315473562472833,0.317291806020924,0.3191091972096,0.319919337657805,0.321167219573253,0.329387622744674,0.333308380946098,0.338981656303843,0.341738790767361,0.341766795500953,0.340655547466353,0.337342305009749,0.334670745318799,0.336282378085096,0.336789895372909,0.336577167790123,0.339813310086424,0.340782058939528,0.342853495433308,0.336558116028881,0.339415580878167,0.336922362939386,0.33720311369344,0.340074990086206,0.337234488333015,0.337901209437998,0.34205636063017,0.346359413734617,0.34826947915166
4,0.244373171882778,0.248655518014019,0.250711597777357,0.248025264471773,0.249422576742953,0.289858594823241,0.290339419230174,0.291190632339821,0.288591983487029,0.286429320923164,0.263437061651333,0.267065382165805,0.289125048541392,0.250234917396316,0.235677376900973,0.263967179533914,0.280636040392973,0.287072131314731,0.282030787637567,0.282972789477255,0.284567363955818,0.281463612212207,0.283833251640642,0.284809138131309,0.292269642532201,0.2828176739081,0.27644572036157,0.26016927138103,0.252593311096068,0.252174313696256,0.25132884146219,0.233036432976601,0.222280913686355,0.218416455382216,0.220165670469037,0.220775476197328,0.220435112007218,0.219720660497344,0.215622149724927,0.214311277616337,0.212119717308218,0.210108228043775,0.207414141595987,0.211895489466856,0.217113417057726,0.212189461195609,0.204692117449693,0.196603422649391,0.191398080233229,0.187597043005686,0.188777500048628,0.191975163300597,0.190633666568583,0.18266598743423,0.19137714269763,0.221679943062583,0.220370679080001,0.213480968165558,0.207303827253764,0.214211777523218,0.215101813152361
5,0.357805247186292,0.357326138439941,0.3581325189621,0.359385468158958,0.359530038007418,0.360673164199453,0.361912791572915,0.361888132388386,0.361812777275395,0.362263623512874,0.364264530986409,0.35981702959277,0.356828589584882,0.357254175738656,0.357638070320572,0.336664721218952,0.32858153751018,0.330997679461644,0.361652917425365,0.327047705377906,0.352190869887211,0.370309061378157,0.377222187043964,0.383882528593117,0.387805926875667,0.38903274429792,0.38908216118684,0.38908216118684,0.389102459714652,0.389178512923426,0.389209970900819,0.389671585597755,0.390503034609442,0.390915398580888,0.391059485656321,0.391083848072962,0.391083848072962,0.391083848072962,0.391083848072962,0.391083848072962,0.391083848072962,0.391083848072962,0.391178396330231,0.391212967779003,0.390040581379811,0.390072353041594,0.390958318729285,0.390804484832708,0.390554719253358,0.390547746953899,0.390654220367379,0.390728404983436,0.390728404983436,0.39081516012683,0.39073596849441,0.390918765231104,0.390878347012867,0.390848292030029,0.390817088882894,0.390817088882894,0.390817088882894
7,0.322349973361681,0.323226461888356,0.32396442863834,0.32704861169995,0.328700771058122,0.329306395022084,0.329133235288065,0.326907402168348,0.328040825297263,0.32850655418179,0.327462215575552,0.32447382289099,0.320813461128518,0.321366380344569,0.32217524870185,0.325932927881035,0.327916273556315,0.325499508424343,0.322765951868687,0.328505461498151,0.327209551689629,0.328399329669058,0.327750551996243,0.324965695722783,0.328561553930303,0.324217408096893,0.322740007812376,0.321040084646113,0.319354290906544,0.324298578507667,0.3349549998565,0.332578417218455,0.32926921317948,0.329304948641505,0.329058717088995,0.333550743492378,0.329036529757962,0.326615517188003,0.328450406424104,0.328257218223912,0.339578187066685,0.335941699053985,0.332779248267919,0.331690493185155,0.332061240021337,0.333822391142635,0.333831991941826,0.33194746814567,0.332863799128289,0.33965379854161,0.34261516291504,0.333983379601193,0.33431902858212,0.334449719739543,0.341506815526323,0.346454356542339,0.344880643806946,0.335959344665628,0.337645763588085,0.33781248746592,0.339118286325343
8,0.262283813568973,0.258334300801304,0.254041185353754,0.231669200407694,0.168926360479752,0.177781580008309,0.185660642284223,0.224830654135762,0.24152089747977,0.24152089747977,0.221020855247141,0.222836045158444,0.237288543593775,0.244203407344961,0.247256076721412,0.250921729462396,0.250921729462396,0.250921729462396,0.250921729462396,0.250921729462396,0.254633428671452,0.254629733884233,0.255545179385064,0.257825688654548,0.260504226327027,0.263169153257282,0.264487304296929,0.265229497118355,0.264159916090067,0.265287768129975,0.266857619352782,0.266981826925521,0.263405119344999,0.262460179579051,0.262023083561416,0.261961705234775,0.262791076289973,0.262888333245979,0.262219819441718,0.261531416084942,0.238951224166364,0.235108098729867,0.236079609656216,0.235629304837092,0.246091678948677,0.245188564073341,0.245613027797613,0.244007591972809,0.243002675201562,0.24049207052065,0.240023236578035,0.24008744860019,0.240701426892876,0.240701426892876,0.239737242294368,0.240921930940219,0.241133816810892,0.24117004060285,0.240976154488733,0.240976154488733,0.238612044653594
10,0.25258108948929,0.252191460596187,0.249239844630704,0.250452783464184,0.251049786816791,0.251772143580681,0.252517053477064,0.256657752719288,0.262282326663375,0.265278392509726,0.264518115748797,0.262044824609832,0.26465300962167,0.263759895394226,0.263199879427589,0.263106715526473,0.263206977856653,0.263351014669035,0.263318209491461,0.263318209491461,0.263318209491461,0.263318209491461,0.264578700763418,0.263621138069271,0.262083015994343,0.261839586092724,0.262220618567376,0.237453540164738,0.272894126665644,0.304955938510386,0.308943756121171,0.31104248838349,0.30656260198194,0.308725796694715,0.312948000994726,0.312727615165407,0.30925644395489,0.308805663357099,0.309363590514665,0.311556801401931,0.311108543670581,0.310124009286291,0.310969743098854,0.309154931654898,0.309154931654898,0.308692180748037,0.30783851082374,0.307905041852481,0.308074167243395,0.308074167243395,0.308074167243395,0.308220347166132,0.30837262135657,0.308530487686969,0.308530947909984,0.308784895048805,0.30909819856127,0.30909819856127,0.30909819856127,0.309266264708123,0.309394286725286
12,0.313811839309515,0.318762492976107,0.316859410773014,0.31794254543606,0.318100155961766,0.318350947996552,0.319182882466229,0.319428631185293,0.319473711024936,0.319431524967973,0.319187655516575,0.31918317002606,0.319909596290954,0.307444193066575,0.296000305067821,0.295485808642782,0.295277107501129,0.295277107501129,0.295277107501129,0.295385941371903,0.295435520603453,0.295435520603453,0.295435520603453,0.295336040786622,0.295222425274197,0.295203503198895,0.295497006660883,0.295736217965643,0.295736217965643,0.304204508138689,0.322460131911821,0.329040040253734,0.32896673458575,0.328918318633534,0.328064462658569,0.324316437699453,0.321655902146768,0.314150785288532,0.307660659314877,0.301668080630643,0.299217316316674,0.292806945836355,0.289628435743522,0.288577003912233,0.29051884087812,0.291017285641572,0.291454813973344,0.292504292699664,0.29252245853237,0.292337949292014,0.291829901837074,0.289000636941771,0.288745741807486,0.285726729863518,0.286143982056079,0.283145262073526,0.281949233047274,0.303074018361778,0.313394677372343,0.314937078516769,0.314937078516769
13,0.283097561099302,0.286508625902381,0.285778666505878,0.284195760710293,0.283086938310104,0.28194360519985,0.282209274947142,0.286705885021508,0.28912834609203,0.290207975347183,0.290314618299263,0.289427172969106,0.289983341348938,0.291883322366916,0.29605924496101,0.297916649350185,0.29821641483976,0.298282697957028,0.30010442527056,0.301898968840965,0.302326625071325,0.302990386592424,0.303843632503098,0.305725105246276,0.306203944519208,0.307489936540578,0.309043412097467,0.309799185578081,0.310953673529251,0.310301999586944,0.310301999586944,0.310301999586944,0.310919835185835,0.310931321743493,0.310181519302592,0.304213830927522,0.302546563180253,0.296763214865628,0.294290274630021,0.290256220005283,0.289111594853454,0.287664700599319,0.284639431546166,0.284489155054194,0.284486249106379,0.2851917540835,0.287599258500665,0.288264032785875,0.290005054214217,0.294266117198628,0.295411267338359,0.294924767976402,0.29491494027593,0.29491494027593,0.29505782204898,0.295178740496749,0.295316664904415,0.300957130695017,0.300957130695017,0.301010687949485,0.300889037572645
17,0.38349895135755,0.386121474123614,0.387367223568692,0.387833949520725,0.387833949520725,0.387700278347837,0.38781121902093,0.38781121902093,0.38763061402989,0.386403427665668,0.382012945642694,0.377802185214975,0.3749823619351,0.372680711963882,0.372644027970025,0.373279771219221,0.373404342840628,0.373117978447954,0.373103116607785,0.374474302690179,0.374981709234302,0.375469331237423,0.375398868357029,0.375233737439316,0.375444155739557,0.375752951768397,0.375828111133587,0.375425812471636,0.375814990291089,0.375598658925213,0.37426943930617,0.374205773866688,0.374205773866688,0.374205773866688,0.374219860453284,0.37433709976112,0.37433709976112,0.37433709976112,0.37433709976112,0.373995220609703,0.373424512669145,0.37337132177445,0.37337132177445,0.37337132177445,0.37337132177445,0.373648467876417,0.373831749535492,0.374209112909962,0.374496957364721,0.363021292365019,0.361717893362455,0.377537548465971,0.375824861256954,0.373202515374234,0.373463576353706,0.372841001050824,0.372501159666636,0.372726082324406,0.372726082324406,0.372726082324406,0.372193173307506
