#valence_output valence_target
-0.622770608356		-0.375
-0.159814397626		-0.3
-0.521937918479		-0.425
0.297423767963		0.525
0.055381574395		0.05
0.0569870113342		0.075
0.263931695354		-0.175
0.135040507283		0.1
0.0567608906876		-0.4
-0.40079202232		0.2
0.518330990626		0.15
-0.0102699311144		-0.35
0.255810761504		-0.3
-0.236528561993		-0.075
-0.00881282595044		-0.05
0.2145518803		0.15
0.122491679988		0.475
-0.226876045471		-0.475
-0.12199537258		-0.625
-0.177837730143		-0.2
-0.368842170121		-0.125
0.0043709720155		-0.1
-0.0717934358391		-0.5
0.0284719173734		0.175
-0.311986272282		-0.2
-0.000997117773863		0
-0.196181190329		-0.175
0.465481912359		0.575
-0.237279266644		0
-0.28076164638		-0.275
0.0246679340349		-0.225
0.111788762829		0.1
0.0802486000151		0.225
0.034473259966		0.175
0.217937985238		0.375
0.125584619353		0.25
-0.253424791149		-0.175
0.362338283981		0.35
0.110468636654		-0.475
-0.0599664607086		-0.325
0.0185909937861		0.025
-0.173145013439		-0.2
0.3441302209		0.225
0.0770279143388		-0.05
-0.0102841092764		-0.375
0.40078792406		-0.075
-0.309753653755		-0.275
-0.206521032983		-0.025
0.253505605621		0.375
0.320355200891		0.225
0.323520245817		0.55
-0.545996560206		-0.25
-0.5012035761		-0.675
-0.294252779009		-0.3
-0.28538116583		-0.525
0.102470673366		0.225
0.0498971803397		-0.35
0.264842591366		0.575
0.00766377138445		0.075
0.0360813750801		0.1
0.207644431468		0.3
0.165588822848		0.575
-0.134958350097		-0.05
-0.506079343198		-0.675
-0.214156595566		-0.3
0.325993251633		0.6
0.480152467677		0.4
-0.184527220742		-0.275
0.0203441010918		0.1
-0.101208025629		0.55555
